Speaker,Title,Link,Date,Year,Month,Gender
Boyd K. Packer,Children,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Carlos H. Amado,Some Basic Teachings from the History of Joseph Smith,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Dallin H. Oaks,The Gospel in Our Lives,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Earl C. Tingey,The Law of Tithing,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
F. Michael Watson,"Statistical Report, 2001",https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Gene R. Cook,Charity:Perfect and Everlasting Love,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Gerald N. Lund,The Opportunity to Serve,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Gordon B. Hinckley,The Church Goes Forward,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Gordon B. Hinckley,Personal Worthiness to Exercise the Priesthood,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Gordon B. Hinckley,We Walk by Faith,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Gordon B. Hinckley,We Look to Christ,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Henry B. Eyring,True Friends,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
James E. Faust,It Can’t Happen to Me,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
James E. Faust,The Lifeline of Prayer,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Jeffrey R. Holland,The Other Prodigal,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
John M. Madsen,Eternal Life through Jesus Christ,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Joseph B. Wirthlin,“Follow Me”,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
L. Tom Perry,Becoming Men in Whom the Spirit of God Is,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
M. Russell Ballard,The Peaceable Things of the Kingdom,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Neal A. Maxwell,Consecrate Thy Performance,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
R. Conrad Schultz,Faith Obedience,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Richard C. Edgley,For Thy Good,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Richard G. Scott,Full Conversion Brings Happiness,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Robert D. Hales,Out of Darkness into His Marvelous Light,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Robert R. Steuer,Being Teachable,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Russell M. Nelson,How Firm Our Foundation,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Spencer J. Condie,Becoming a Great Benefit to Our Fellow Beings,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Thomas S. Monson,Hidden Wedges,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Thomas S. Monson,The Sustaining of Church Officers,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Thomas S. Monson,They Pray and They Go,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Thomas S. Monson,Pathways to Perfection,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Wesley L. Jones,Church Auditing Department Report,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
William R. Walker,I’ll Go Where You Want Me to Go,https://www.lds.org/general-conference/2002/04?lang=eng,4/1/02,2002,4,M
Anne C. Pingree,"Charity:One Family, One Home at a Time",https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,F
Bonnie D. Parkin,With Holiness of Heart,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,F
Coleen K. Menlove,A Voice of Gladness for Our Children,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,F
Kathleen H. Hughes,Blessing Our Families through Our Covenants,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,F
Margaret D. Nadauld,A Woman of Faith,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,F
Boyd K. Packer,The Stake Patriarch,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Claudio R. M. Costa,Fun and Happiness,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
D. Todd Christofferson,That They May Be One in Us,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Dallin H. Oaks,I’ll Go Where You Want Me to Go,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
David B. Haight,Were There Not Ten Cleansed?,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Dieter F. Uchtdorf,The Global Church Blessed by the Voice of the Prophets,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
F. Melvin Hammond,"Dad, Are You Awake?",https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Gordon B. Hinckley,"“O That I Were an Angel, and Could Have the Wish of Mine Heart”",https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Gordon B. Hinckley,To Men of the Priesthood,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Gordon B. Hinckley,The Marvelous Foundation of Our Faith,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Gordon B. Hinckley,Each a Better Person,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Henry B. Eyring,Rise to Your Call,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
James E. Faust,What’s in It for Me?,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
James E. Faust,"I Believe I Can, I Knew I Could",https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
James E. Faust,You Are All Heaven Sent,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Jeffrey R. Holland,Called to Serve,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Joseph B. Wirthlin,Shall He Find Faith on the Earth?,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Keith B. McMullin,Come to Zion! Come to Zion!,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Kenneth Johnson,Yielding to the Enticings of the Holy Spirit,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
L. Tom Perry,Called of God,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Lance B. Wickman,But If Not,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
M. Russell Ballard,The Greatest Generation of Missionaries,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Neal A. Maxwell,Encircled in the Arms of His Love,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Richard G. Scott,To Be Free of Heavy Burdens,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Robert D. Hales,Tithing:A Test of Faith with Eternal Blessings,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Robert K. Dellenbach,Sacrifice Brings Forth the Blessings of Heaven,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Russell M. Nelson,“Blessed Are the Peacemakers”,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Thomas S. Monson,The Sustaining of Church Officers,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Thomas S. Monson,"Peace, Be Still",https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Thomas S. Monson,Models to Follow,https://www.lds.org/general-conference/2002/10?lang=eng,10/1/02,2002,10,M
Carol B. Thomas,Sacrifice:An Eternal Investment,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,F
Carol B. Thomas,Developing Our Talent for Spirituality,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,F
Margaret D. Nadauld,"A Comforter, a Guide, a Testifier",https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,F
Sharon G. Larsen,Your Celestial Guide,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,F
Sydney S. Reynolds,A God of Miracles,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,F
Boyd K. Packer,“The Touch of the Master’s Hand”,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Bruce D. Porter,Building the Kingdom,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Dallin H. Oaks,Focus and Priorities,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Darwin B. Christenson,"David, a Future Missionary",https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
David B. Haight,Gratitude and Service,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
David E. Sorensen,You Can’t Pet a Rattlesnake,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
F. Michael Watson,"Statistical Report, 2000",https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Gordon B. Hinckley,The Work Goes On,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Gordon B. Hinckley,The Perpetual Education Fund,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Gordon B. Hinckley,The Miracle of Faith,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Gordon B. Hinckley,Good-bye for Another Season,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Gordon B. Hinckley,How Can I Become the Woman of Whom I Dream?,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Henry B. Eyring,“Watch with Me”,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
James E. Faust,“Them That Honour Me I Will Honour”,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
James E. Faust,Born Again,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Jeffrey R. Holland,“Witnesses unto Me”,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
John H. Groberg,Priesthood Power,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
John K. Carmack,United in Love and Testimony,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Joseph B. Wirthlin,The Law of the Fast,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Keith B. McMullin,An Invitation with Promise,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
L. Aldin Porter,“To Bear Testimony of Mine Only Begotten”,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
L. Lionel Kendrick,Enhancing Our Temple Experience,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
L. Tom Perry,Building a Community of Saints,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
M. Russell Ballard,“His Word Ye Shall Receive”,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Marlin K. Jensen,“To Walk Humbly with Thy God”,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Neal A. Maxwell,“Plow in Hope”,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Richard G. Scott,First Things First,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Robert D. Hales,Couple Missionaries:A Time to Serve,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Russell M. Nelson,Personal Preparation for Temple Blessings,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Thomas S. Monson,Compassion,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Thomas S. Monson,The Sustaining of Church Officers,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Thomas S. Monson,To the Rescue,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Wesley L. Jones,Church Auditing Department Report,https://www.lds.org/general-conference/2001/04?lang=eng,4/1/01,2001,4,M
Mary Ellen W. Smoot,Steadfast and Immovable,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,F
Sharon G. Larsen,“Fear Not:For They That Be with Us Are More”,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,F
Sheri L. Dew,It Is Not Good for Man or Woman to Be Alone,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,F
Sheri L. Dew,Are We Not All Mothers?,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,F
Virginia U. Jensen,Stand Firm,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,F
Boyd K. Packer,The Book of Mormon:Another Testament of Jesus Christ,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Cecil O. Samuelson Jr.,Our Duty to God,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Charles A. Didier,Building a Bridge of Faith,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Christoffel Golden Jr.,Our Father’s Plan,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Dallin H. Oaks,Sharing the Gospel,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
David B. Haight,Faith of Our Prophets,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Gordon B. Hinckley,Living in the Fulness of Times,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Gordon B. Hinckley,Reaching Down to Lift Another,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Gordon B. Hinckley,The Times in Which We Live,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Gordon B. Hinckley,“Till We Meet Again”,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
H. David Burton,Standing Tall,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
H. Ross Workman,Beware of Murmuring,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Henry B. Eyring,Prayer,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
James E. Faust,The Atonement:Our Greatest Hope,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
James E. Faust,The Sustaining of Church Officers,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
James E. Faust,“Some Great Thing”,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Jeffrey R. Holland,“Like a Watered Garden”,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Joseph B. Wirthlin,One Step after Another,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Keith K. Hilbig,Create or Continue Priesthood Links,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
L. Tom Perry,The Returned Missionary,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
L. Whitney Clayton,“Help Thou Mine Unbelief”,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
M. Russell Ballard,Doctrine of Inclusion,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Neal A. Maxwell,The Seventh Commandment:A Shield,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Richard G. Scott,The Power of a Strong Testimony,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Robert D. Hales,Fulfilling Our Duty to God,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Robert F. Orton,“The First and Great Commandment”,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Russell M. Nelson,“Set in Order Thy House”,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Steven E. Snow,Gratitude,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Thomas S. Monson,Duty Calls,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Thomas S. Monson,Now Is the Time,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Thomas S. Monson,“Be Thou an Example”,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Walter F. Gonzolez,Writing Gospel Principles in Our Hearts,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Wayne S. Peterson,Our Actions Determine Our Character,https://www.lds.org/general-conference/2001/10?lang=eng,10/1/01,2001,10,M
Carol B. Thomas,Integrity,https://www.lds.org/general-conference/2000/04?lang=eng,4/1/00,2000,4,F
Coleen K. Menlove,Living Happily Ever After,https://www.lds.org/general-conference/2000/04?lang=eng,4/1/00,2000,4,F
Margaret D. Nadauld,Stand as a Witness,https://www.lds.org/general-conference/2000/04?lang=eng,4/1/00,2000,4,F
Mary Ellen W. Smoot,We Are Creators,https://www.lds.org/general-conference/2000/04?lang=eng,4/1/00,2000,4,F
