"","Title","Date","Location","Price","Bedrooms","Link","Zipcode"
"617","2 Bed Rooms .. Eat In Kitchen...Out Door Space","Dec  4"," (Yonkers)","$1750","
                    2br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-2-bed-rooms-eat-in-kitchenout/6764961367.html","10701"
"618","**BEAUTIFUL LUXURY, 1 Bedroom Apartment for RENT - NO FEE**","Dec  3"," (Yonkers, NY)","$1850","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/wch/nfb/d/yonkers-beautiful-luxury-1-bedroom/6764100887.html","10701"
"619","**BEAUTIFUL LUXURY, 2 Bedroom Apartment for RENT - NO FEE**","Dec  3"," (Yonkers, NY)","$2250","
                    2br -
                    1170ft2 -
                ","https://newyork.craigslist.org/wch/nfb/d/yonkers-beautiful-luxury-2-bedroom/6764098898.html","10701"
"620","$2200 / 3br - 1100ft2 - Beautiful 3 bedrooms apt for rent (Off Lockwoo","Dec  3"," (10701)","$2200","
                    3br -
                    1100ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkersbr-1100ft2-beautiful-3-bedrooms/6763969725.html","10701"
"621","2BR/1BA APARTMENT WITH  PARKING, BACKYARD & LAUNDRY","Dec  3"," (26 ROOSEVELT ST YONKERS, NY)","$2000","
                    2br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-2br-1ba-apartment-with-parking/6763896681.html","10701"
"622","Newly renovated 3 Bed 2 Bath located on Warburton Ave in Yonkers.","Dec  1","character(0)","$1900","character(0)","https://newyork.craigslist.org/wch/fee/d/yonkers-newly-renovated-3-bed-2-bath/6762088998.html","10701"
"623","Completely Renovated 3 1/2 Bedroom Apt","Nov 30"," (Northeast Yonkers, NY)","$2300","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-completely-renovatedbedroom-apt/6761586037.html","10701"
"624","HUGE 3 Bedroom Apartment","Nov 28"," (Yonkers)","$2500","
                    3br -
                    1500ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-huge-3-bedroom-apartment/6759403651.html","10701"
"625","No Fee Luxury Waterfront Apartments","Nov 27","character(0)","$2600","
                    2br -
                    1100ft2 -
                ","https://newyork.craigslist.org/wch/nfb/d/yonkers-no-fee-luxury-waterfront/6758744426.html","10701"
"626","Large fully renovated 2 bed apt, Elevator Building","Nov 26","character(0)","$1900","
                    2br -
                    1200ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-large-fully-renovated-2-bed-apt/6758444798.html","10701"
"627","Luxury Waterfront Apartments","Nov 26","character(0)","$1800","
                    1br -
                    800ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-luxury-waterfront-apartments/6757732799.html","10701"
"628","1 bedroom 1 bathroom Apt. For rent","Nov 24"," (21 Linden St. Yonkers NY)","$1400","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-1-bedroom-1-bathroom-apt-for/6756749126.html","10701"
"629","HUGE 2BR RENOVATED /SUNNY /LUXURY ELEVATOR LAUNDRY BLDG/NEAR TRIAN","Dec 21"," (RIVERDALE AV)","$1900","
                    2br -
                    975ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-huge-2br-renovated-sunny-luxury/6777659853.html","10701"
"630","LARGE 1BR RENOVATED /BALCONY /ELEVATOR /SUNNY /QUIET /NEAR TRIAN","Dec 20"," (Riverdale av)","$1625","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-large-1br-renovated-balcony/6776915168.html","10701"
"631","LARGE 2BR RENOVATED //ELEVATOR /SUNNY /QUIET /NEAR TRIAN","Dec 20"," (riverdale av yonkers)","$1895","
                    2br -
                    950ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-large-2br-renovated-elevator/6776914814.html","10701"
"632","HUGE 2BR RENOVATED /SUNNY /LUXURY ELEVATOR LAUNDRY BLDG/NEAR TRIAN","Dec 19"," (Riverdale av)","$1900","
                    2br -
                    950ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-huge-2br-renovated-sunny-luxury/6776186889.html","10701"
"633","HUGE 1BR RENOVATED /SUNNY /LUXURY ELEVATOR LAUNDRY BLDG/NEAR TRIAN","Dec 19"," (Riverdale av)","$1625","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-huge-1br-renovated-sunny-luxury/6776186614.html","10701"
"634","Spacious 2BR Riverview Condo @ Yonkers/Greystone Train Station ($2700)","Dec 18"," (Midtown)","$2700","
                    2br -
                    1050ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/yonkers-spacious-2br-riverview-condo/6775653014.html","10701"
"635","HUGE 2BR RENOVATED /SUNNY /LUXURY ELEVATOR LAUNDRY BLDG/NEAR TRIAN","Dec 16"," (Riverdale av)","$1895","
                    2br -
                    950ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-huge-2br-renovated-sunny-luxury/6774193437.html","10701"
"636","HUGE 1BR RENOVATED /SUNNY /LUXURY ELEVATOR LAUNDRY BLDG/NEAR TRIAN","Dec 16"," (Riverdale av)","$1600","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-huge-1br-renovated-sunny-luxury/6774193010.html","10701"
"637","nic and clean","Dec  8"," (Yonkers)","$1800","
                    1br -
                ","https://newyork.craigslist.org/brx/nfb/d/yonkers-nic-and-clean/6768225437.html","10701"
"638","1 BEDROOM + 2 BUNKS -NEW UNIT-FULLY FURNISHED -UTILITIES INCLUDEF!!","Dec 23"," (NW YONKERS)","$1800","
                    1br -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-1-bedroom-2-bunks-new-unit/6762352096.html","10703"
"639","Renovated 4 bedroom in Yonkers, new kitchen w/ granite countertops","Dec 23"," (Yonkers)","$2600","
                    4br -
                    1200ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-renovated-4-bedroom-in-yonkers/6777537866.html","10703"
"640","5 bedroom 2 bathroom huge apartment Yonkers","Dec 23"," (Yonkers NY)","$3000","
                    5br -
                    1500ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-5-bedroom-2-bathroom-huge/6756817948.html","10703"
"641","Brand New 2 bed apartment Great Yonkers location","Dec 21"," (Yonkers)","$2000","
                    2br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-brand-new-2-bed-apartment-great/6778031665.html","10703"
"642","Yonkers apartment for rent ( by owner)","Dec 21","character(0)","$2000","
                    2br -
                ","https://newyork.craigslist.org/wch/abo/d/hastings-on-hudson-yonkers-apartment/6777878285.html","10703"
"643","No Fee Renovated spacious 1 bedroom in Yonkers large closet, fireplace","Dec 20"," (Yonkers)","$1500","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-no-fee-renovated-spacious-1/6755247232.html","10703"
"644","Large 3 bedroom apartment","Dec 19"," (North Yonkers)","$2800","
                    3br -
                ","https://newyork.craigslist.org/wch/abo/d/large-3-bedroom-apartment/6776772863.html","10703"
"645","1 Bedroom for Rent","Dec 18"," (Yonkers)","$1800","
                    1br -
                    350ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-1-bedroom-for-rent/6775634631.html","10703"
"646","Spacious 2BR Riverview Condo @ Yonkers/Greystone Train Station ($2700)","Dec 18"," (1155 Warburton Ave, Yonkers, NY)","$2700","
                    2br -
                    1050ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-spacious-2br-riverview-condo/6775549990.html","10703"
"647","APARTMENT FOR RENTAL","Dec 18"," (Yonkers)","$1950","
                    3br -
                    900ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/apartment-for-rental/6773557901.html","10703"
"648","Two bdrm two bath apt w terrace","Dec 16"," (201 Ravine Ave Yonkers)","$1900","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-two-bdrm-two-bath-apt-terrace/6773864877.html","10703"
"649","Two bdrm two bath apt w terrace","Dec 16"," (201 Ravine Ave Yonkers)","$1900","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-two-bdrm-two-bath-apt-terrace/6773865911.html","10703"
"650","River view one bedroom w terrace","Dec 16"," (1 Glenwood Ave Yonkers)","$1700","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-river-view-one-bedroom-terrace/6773866255.html","10703"
"651","Large one bedroom with terrace for rent","Dec 16"," (201 Ravine Avenue)","$1600","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-large-one-bedroom-with-terrace/6773865727.html","10703"
"652","Bright Studio Apt for Rent","Dec 16"," (201 Ravine Avenue)","$1400","
                    550ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-bright-studio-apt-for-rent/6773864296.html","10703"
"653","3BR Apt in Yonkers","Dec 12","character(0)","$2400","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-3br-apt-in-yonkers/6771391903.html","10703"
"654","No Broker Fee Luxury Waterfront Apartments","Dec  7","character(0)","$2600","
                    2br -
                    1100ft2 -
                ","https://newyork.craigslist.org/wch/nfb/d/yonkers-no-broker-fee-luxury-waterfront/6767124158.html","10703"
"655","No Fee Luxury Waterfront Apartments","Nov 27","character(0)","$2600","
                    2br -
                    1100ft2 -
                ","https://newyork.craigslist.org/wch/nfb/d/yonkers-no-fee-luxury-waterfront/6758744426.html","10703"
"656","Large fully renovated 2 bed apt, Elevator Building","Nov 26","character(0)","$1900","
                    2br -
                    1200ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-large-fully-renovated-2-bed-apt/6758444798.html","10703"
"657","Spacious 2BR Riverview Condo @ Yonkers/Greystone Train Station ($2700)","Dec 18"," (Midtown)","$2700","
                    2br -
                    1050ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/yonkers-spacious-2br-riverview-condo/6775653014.html","10703"
"658","Large Living & Dining Room, & Balcony","Dec 16","character(0)","$1700","
                    3br -
                ","https://newyork.craigslist.org/brx/fee/d/yonkers-large-living-dining-room-balcony/6773816284.html","10703"
"659","2 BR. PRIVATE HOUSE","Dec 12"," (LAKE AVE AT WARING PL)","$2000","
                    2br -
                ","https://newyork.craigslist.org/brx/fee/d/yonkers-2-br-private-house/6771137638.html","10703"
"660","Amazing brand new 3 bed apartment In Northeast Yonkers","Dec 23"," (Yonkers)","$3000","character(0)","https://newyork.craigslist.org/wch/fee/d/yonkers-amazing-brand-new-3-bed/6779226834.html","10704"
"661","Clean 1 Bedroom, 1 Baths (67 Glover Ave)","Dec 22"," (Yonkers)","$1500","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/clean-1-bedroom-1-baths-67-glover-ave/6778430483.html","10704"
"662","Cozy apt with own entrance off Garden","Dec 22"," (yonkers)","$2100","
                    3br -
                ","https://newyork.craigslist.org/wch/abo/d/mount-vernon-cozy-apt-with-own-entrance/6770194960.html","10704"
"663","Updated 2-BR Apartment","Dec 21"," (East Yonkers)","$1775","
                    2br -
                    1100ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-updated-2-br-apartment/6772805874.html","10704"
"664","Updated 1-BR Apartment","Dec 21"," (Yonkers Terrace)","$1475","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/updated-1-br-apartment/6770287566.html","10704"
"665","Yonkers East - Private house 2Br","Dec 21"," (Vernon Ave)","character(0)","
                    2br -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-yonkers-east-private-house-2br/6778014289.html","10704"
"666","SPACIOUS, 2bed in PRIME Yonkers Location","Dec 20"," (Yonkers)","$2000","
                    2br -
                ","https://newyork.craigslist.org/wch/fee/d/mount-vernon-spacious-2bed-in-prime/6776874986.html","10704"
"667","SPACIOUS, Gut Renovated 3bed/2bath in PRIME Yonkers Location","Dec 20"," (Yonkers)","$2500","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/mount-vernon-spacious-gut-renovated/6776872810.html","10704"
"668","3 bedroom apt","Dec 18"," (Midland ave)","$2300","
                    3br -
                    1450ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/mount-vernon-3-bedroom-apt/6775728050.html","10704"
"669","$1900 / 2 bd room apt.","Dec 18"," (yonkers ny)","$1900","
                    2br -
                ","https://newyork.craigslist.org/wch/abo/d/yonkersbd-room-apt/6775416137.html","10704"
"670","Studio $1100 w/ parking - tenant pays the broker","Dec 17"," (YONKERS)","$1100","
                    1000ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-studio-1100-parking-tenant-pays/6774936547.html","10704"
"671","3 bedroom for rent","Dec 16"," (yonkers)","$2500","character(0)","https://newyork.craigslist.org/wch/abo/d/yonkers-3-bedroom-for-rent/6774134900.html","10704"
"672","EAST YONKERS LARGE MODERN STUDIO $950!!","Dec 10"," (YONKERS AVE AND MIDLAND AVENUE)","$950","
                    1br -
                    400ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-east-yonkers-large-modern/6769781350.html","10704"
"673","LARGE 3 BEDROOM- EAT IN KITCHEN-ELEVATOR  LAUNDRY BUILDING-PARKING AV","Dec  7"," (Yonkers)","$2500","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-large-3-bedroom-eat-in-kitchen/6766782956.html","10704"
"674","3 rooms","Dec  6"," (Kimball avenue, Yonkers)","$1200","
                    1br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-3-rooms/6766415461.html","10704"
"675","******3 Bed Room ,With Master  On Suite **Walk To Metro North******","Dec  4"," (Yonkers)","$2800","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-3-bed-room-with-master-on-suite/6764962662.html","10704"
"676","Immaculate Elevated Property- Amazing 1 bedroom rentals $1600 & $1650","Dec  4"," (North East Yonkers)","$1600","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/stamford-immaculate-elevated-property/6764514961.html","10704"
"677","LARGE 3 BEDROOM- EAT IN KITCHEN-ELEVATOR  LAUNDRY BUILDING-PARKING AV","Dec  3"," (Yonkers)","$2500","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-large-3-bedroom-eat-in-kitchen/6763829954.html","10704"
"678","Gorgeous large apt with hardwood floors","Dec  1"," (East Yonkers)","$2495","
                    3br -
                    1200ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-gorgeous-large-apt-with/6762019426.html","10704"
"679","******3 Bed Room ,With Master  On Suite **Walk To Metro North******","Nov 30"," (Yonkers)","$2800","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-3-bed-room-with-master-on-suite/6761866185.html","10704"
"680","SPACIOUS, Gut Renovated 3bed/2bath in PRIME Yonkers Location","Nov 30"," (Yonkers)","$2500","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/mount-vernon-spacious-gut-renovated/6761441059.html","10704"
"681","GUT RENOVATED 3 BEDROOM ON BRONX RIVER ROAD","Nov 28"," (Yonkers)","$2500","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/mount-vernon-gut-renovated-3-bedroom-on/6759972046.html","10704"
"682","EAST YONKERS-ONE BEDROOM -$1375-STUDIO $950","Nov 27"," (DUNWOODIE VICINITY)","$1375","
                    1br -
                    450ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-east-yonkers-one-bedroom-1375/6759332061.html","10704"
"683","LARGE 3 BEDROOM- EAT IN KITCHEN-ELEVATOR  LAUNDRY BUILDING-PARKING AV","Nov 26"," (Yonkers)","$2500","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-large-3-bedroom-eat-in-kitchen/6758288787.html","10704"
"684","GUT RENOVATED 3 BEDROOM ON BRONX RIVER ROAD","Nov 24"," (Yonkers)","$2500","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/mount-vernon-gut-renovated-3-bedroom-on/6756633553.html","10704"
"685","SPACIOUS, Gut Renovated 3bed/2bath in PRIME Yonkers Location","Nov 23"," (Yonkers)","$2500","
                    3br -
                ","https://newyork.craigslist.org/wch/fee/d/mount-vernon-spacious-gut-renovated/6755410077.html","10704"
"686","Yonker Ny","Dec 21"," (Yonker Ny)","$2500","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-yonker-ny/6778112332.html","10704"
"687","Yonker Ny","Dec 21"," (Yonker Ny)","$2500","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-yonker-ny/6764011632.html","10704"
"688","Yonker Ny","Dec 21"," (Yonker Ny)","$2500","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-yonker-ny/6774656569.html","10704"
"689","Yonkers Tibbetts Park Area   1bedroom 1bdrm","Dec 23"," (Jervis Road)","$1550","
                    1br -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-yonkers-tibbetts-park-area/6769148599.html","10705"
"690","Ludlow Park Ynkrs nr Riverdale","Dec 22"," (434 Hawthorne Ave, Yonkers)","$1450","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/ludlow-park-ynkrs-nr-riverdale/6776303744.html","10705"
"691","1 Bedroom apartment for Rent","Dec 22"," (Yonkers)","$1400","
                    1br -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-1-bedroom-apartment-for-rent/6775398070.html","10705"
"692","Spacious Fully Renovated Two Bedroom Apartment  $1675","Dec 21"," (Yonkers)","$1675","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-spacious-fully-renovated-two/6777973979.html","10705"
"693","Huge 2 bedroom apartment with balcony","Dec 21"," (Yonkers)","$1900","
                    2br -
                    1500ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-huge-2-bedroom-apartment-with/6777859151.html","10705"
"694","Cozy 1 Bedroom Apartment for rent","Dec 21","character(0)","$1150","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-cozy-1-bedroom-apartment-for/6776054483.html","10705"
"695","1245 ftsq$2000 for Two bedroom,  one and a half bath $2000 in Yonkers""","Dec 21"," (Yonkers, NY)","$2000","
                    2br -
                    1245ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-1245-ftsq2000-for-two-bedroom/6777767786.html","10705"
"696","3 Bedroom Apartment with massive balcony.","Dec 21"," (Yonkers)","$800","
                    2br -
                    1500ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-3-bedroom-apartment-with/6771617840.html","10705"
"697","2br/1ba apt available","Dec 19"," (yonkers)","$1800","
                    2br -
                    800ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-2br-1ba-apt-available/6776719549.html","10705"
"698","Yonkers 1 bdrm in desirable & tree-lined location!","Dec 18"," (51 Sunnyside Dr. Yonkers, NY)","$1495","
                    1br -
                    800ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-yonkers-1-bdrm-in-desirable/6771166935.html","10705"
"699","SOUTH BROADWAY YONKERS 2 BEDROOM","Dec 17"," (NEAR VALENTINE LANE)","$1600","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-south-broadway-yonkers-2-bedroom/6775028472.html","10705"
"700","3 Bedrooms For Rent","Dec 17"," (Yonkers)","$2700","
                    3br -
                    1760ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-3-bedrooms-for-rent/6769046162.html","10705"
"701","!!! $2300 APARTAMENTO DE 3 DORMITORIOS - 3 BEDROOMS APARTMENT !!!","Dec 16"," (YONKERS)","$2300","
                    4br -
                    1200ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/yonkers-2300-apartamento-de-3/6774184983.html","10705"
"702","Apartments for Rent","Dec  4","character(0)","$1400","
                    1br -
                ","https://newyork.craigslist.org/wch/fee/d/bronx-apartments-for-rent/6765026210.html","10705"
"703","Brand new 4 bedroom duplex apartment condo style","Nov 25","character(0)","$3500","
                    4br -
                    1625ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/yonkers-brand-new-4-bedroom-duplex/6757139408.html","10705"
"704","Yonkers 1br on riverdale av, No FEE","Dec 20","character(0)","$2000","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-yonkers-1br-on-riverdale-av-no/6772259275.html","10705"
"705","Deal on December, 1br with no fee","Dec 19","character(0)","$2000","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/yonkers-deal-on-december-1br-with-no-fee/6774356164.html","10705"
"706","Yonkers apartment for rent ( by owner)","Dec 21","character(0)","$2000","
                    2br -
                ","https://newyork.craigslist.org/wch/abo/d/hastings-on-hudson-yonkers-apartment/6777878285.html","10706"
"707","Beautiful 2 bedroom","Dec 18"," (Hastings on Hudson)","$2295","character(0)","https://newyork.craigslist.org/wch/abo/d/hastings-on-hudson-beautiful-2-bedroom/6770228924.html","10706"
"708","4 bedroom apt with river views","Dec 17"," (Hastings on Hudson)","$2600","
                    4br -
                    1200ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/4-bedroom-apt-with-river-views/6760793847.html","10706"
"709","Hastings-On-Hudson  2 Bed Room - Terrace With Hudson River Views","Dec 14"," (Hastings on Hudson)","$2150","
                    2br -
                ","https://newyork.craigslist.org/wch/fee/d/hastings-on-hudson-hastings-on-hudson-2/6772465208.html","10706"
"710","Hastings-On-Hudson  2 Bed Room - Terrace With Hudson River Views","Dec  4"," (Hastings on Hudson)","$2150","
                    2br -
                ","https://newyork.craigslist.org/wch/fee/d/hastings-on-hudson-hastings-on-hudson-2/6764959657.html","10706"
"711","Hastings-on-Hudson/One bedroom/with Outdoor Space","Dec  3"," (hastings on hudson)","$1700","
                    1br -
                ","https://newyork.craigslist.org/wch/fee/d/hastings-on-hudson-hastings-on-hudson/6763809584.html","10706"
"712","Hastings-on-Hudson/Two bedroom","Dec  2"," (West Main St)","$1950","
                    2br -
                ","https://newyork.craigslist.org/wch/fee/d/hastings-on-hudson-hastings-on-hudson/6762887419.html","10706"
"713","Hastings-On-Hudson  2 Bed Room - Terrace With Hudson River Views","Nov 30"," (Hastings on Hudson)","$2150","
                    2br -
                ","https://newyork.craigslist.org/wch/fee/d/hastings-on-hudson-hastings-on-hudson-2/6761867294.html","10706"
"714","Hastings-on-Hudson/One bedroom/with Outdoor Space","Nov 23"," (James St)","$1400","character(0)","https://newyork.craigslist.org/wch/fee/d/hastings-on-hudson-hastings-on-hudson/6755685504.html","10706"
"715","Tuckahoe apt for rent 3 bedroom, 2 bath $ 3300 a month","Dec 21"," (tuckahoe ny)","$3300","
                    3br -
                    1600ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/bronxville-tuckahoe-apt-for-rent-3/6754340183.html","10707"
"716","Recently Renovated 2 BR walk to Train (39-2E)","Dec 20"," (TUCKAHOE)","$1950","
                    2br -
                ","https://newyork.craigslist.org/wch/abo/d/tuckahoe-recently-renovated-2-br-walk/6777034012.html","10707"
"717","Tuckahoe apt for rent 3 bedroom, 2 bath $ 3300 a month","Dec 19"," (tuckahoe ny)","$3300","
                    3br -
                    1600ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/bronxville-tuckahoe-apt-for-rent-3/6754339085.html","10707"
"718","Tuckahoe apt for rent 3 bedroom, 2 bath $ 3300 a month","Dec 21"," (tuckahoe ny)","$3300","
                    3br -
                    1600ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/bronxville-tuckahoe-apt-for-rent-3/6754340183.html","10708"
"719","Bronxville 2bed 2 bath n TERRACE","Dec 20"," (Bronxville)","$2500","
                    2br -
                    1200ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/bronxville-bronxville-2bed-2-bath/6777047968.html","10708"
"720","2-Bedroom Apartment Across from Train - $2,565","Dec 20"," (Bronxville)","$2565","
                    1br -
                    1200ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/bronxville-2-bedroom-apartment-across/6769291013.html","10708"
"721","PRICE DROP Terrace lovers DREAM SPACIOUS in Prime Bronxville/Fleetwood","Dec 20"," (Bronxville)","$1850","
                    1br -
                ","https://newyork.craigslist.org/wch/fee/d/mount-vernon-price-drop-terrace-lovers/6776872681.html","10708"
"722","Roommate Needed for Spacious Apartment","Dec 19"," (Bronxville P.O.)","$1100","
                    3br -
                    1600ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/roommate-needed-for-spacious-apartment/6774370801.html","10708"
"723","1 BR- walk to train","Dec 19"," (Bronxville)","$1500","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/bronxville-1-br-walk-to-train/6776279569.html","10708"
"724","Tuckahoe apt for rent 3 bedroom, 2 bath $ 3300 a month","Dec 19"," (tuckahoe ny)","$3300","
                    3br -
                    1600ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/bronxville-tuckahoe-apt-for-rent-3/6754339085.html","10708"
"725","All views","Dec 18"," (Bronxville)","$2500","
                    2br -
                    1200ft2 -
                ","https://newyork.craigslist.org/wch/abo/d/bronxville-all-views/6776041957.html","10708"
"726","MASSIVE KING SIZE ONE BED-TERRACE-ELEVATOR/LAUNDRY-METRO NORTH","Dec 18"," (Yonkers)","$1850","
                    1br -
                ","https://newyork.craigslist.org/wch/fee/d/bronxville-massive-king-size-one-bed/6775961739.html","10708"
"727","1 Bed/1 Bath---Midland Avenue","Dec 17"," (Bronxville)","$1750","
                    1br -
                    1000ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/bronxville-1-bed-1-bath-midland-avenue/6774781407.html","10708"
"728","1 Bedroom- NO FEE - New Kitchen/Renovation","Dec 17"," (Bronxville P.O.)","$1750","
                    1br -
                ","https://newyork.craigslist.org/wch/abo/d/1-bedroom-no-fee-new-kitchen-renovation/6770871249.html","10708"
"729","MASSIVE KING SIZE ONE BED-TERRACE-ELEVATOR/LAUNDRY-METRO NORTH","Dec 13"," (Yonkers)","$1850","
                    1br -
                ","https://newyork.craigslist.org/wch/fee/d/bronxville-massive-king-size-one-bed/6771505171.html","10708"
"730","1BR/1BA*NO FEE*Elevator*Laundry*Dishwasher*Hardwood*Parking*Pets OK*","Dec 12"," (Bronxville)","$1700","
                    1br -
                ","https://newyork.craigslist.org/wch/nfb/d/bronxville-1br-1bano/6771151751.html","10708"
"731","Bronxville: Spacious 1 Bed with Fireplace ~ Walk to Everything","Dec 12"," (Bronxville)","$2145","
                    1br -
                    850ft2 -
                ","https://newyork.craigslist.org/wch/fee/d/bronxville-bronxville-spacious-1-bed/6770707977.html","10708"
"732","1BR/1BA*NO FEE*Elevator*Laundry*Dishwasher*Hardwood*Parking*Pets OK*","Dec 10"," (Bronxville)","$1700","
                    1br -
                ","https://newyork.craigslist.org/wch/nfb/d/bronxville-1br-1bano/6769307638.html","10708"
"733","1BR/1BA*NO FEE*Elevator*Laundry*Dishwasher*Hardwood*Parking*Pets OK*","Dec  7"," (Bronxville)","$1700","
                    1br -
                ","https://newyork.craigslist.org/wch/nfb/d/bronxville-1br-1bano/6766962933.html","10708"
"734","LARGE ONE BEDROOM- NEARBY CROSS COUNTY MALL  EMPIRE CASINO!","Dec  7"," (Yonkers)","$1800","
                    1br -
                ","https://newyork.craigslist.org/wch/fee/d/bronxville-large-one-bedroom-nearby/6766786844.html","10708"
"735","Wallet Friendly SPACIOUS, RENOVATED TRUE 2BED in Prime Bronxville/Flee","Nov 30"," (Bronxville)","$2100","
                    2br -
                ","https://newyork.craigslist.org/wch/fee/d/mount-vernon-wallet-friendly-spacious/6761444145.html","10708"
